ALL_LINES,VERTICAL_LINES,HORIZONTAL_LINES,DIAGONAL_UP_LINES,DIAGONAL_DOWN_LINES,LINE_SEGMENTS,VERTICAL_LINE_SEGMENTS,HORIZONTAL_LINE_SEGMENTS,DIAGONAL_UP_LINE_SEGMENTS,DIAGONAL_DOWN_LINE_SEGMENTS,CIRCLES,ELLIPSES,TRIANGLES,SQUARES,PENTAGONS,HEXAGONS,HEPTAGONS,OCTAGONS,NONAGONS,ENTROPY,aliceBlue,antiqueWhite,aqua,aquamarine,azure,beige,bisque,black,blanchedAlmond,blue,blueViolet,brown,burlyWood,cadetBlue,chartreuse,chocolate,coral,cornflowerBlue,cornsilk,crimson,cyan,darkBlue,darkCyan,darkGoldenRod,darkGray,darkGrey,darkGreen,darkKhaki,darkMagenta,darkOliveGreen,darkOrange,darkOrchid,darkRed,darkSalmon,darkSeaGreen,darkSlateBlue,darkSlateGray,darkSlateGrey,darkTurquoise,darkViolet,deepPink,deepSkyBlue,dimGray,dimGrey,dodgerBlue,fireBrick,floralWhite,forestGreen,fuchsia,gainsboro,ghostWhite,gold,goldenRod,gray,grey,green,greenYellow,honeyDew,hotPink,indianRed,indigo,ivory,khaki,lavender,lavenderBlush,lawnGreen,lemonChiffon,lightBlue,lightCoral,lightCyan,lightGoldenRodYellow,lightGray,lightGrey,lightGreen,lightPink,lightSalmon,lightSeaGreen,lightSkyBlue,lightSlateGray,lightSlateGrey,lightSteelBlue,lightYellow,lime,limeGreen,linen,magenta,maroon,mediumAquaMarine,mediumBlue,mediumOrchid,mediumPurple,mediumSeaGreen,mediumSlateBlue,mediumSpringGreen,mediumTurquoise,mediumVioletRed,midnightBlue,mintCream,mistyRose,moccasin,navajoWhite,navy,oldLace,olive,oliveDrab,orange,orangeRed,orchid,paleGoldenRod,paleGreen,paleTurquoise,paleVioletRed,papayaWhip,peachPuff,peru,pink,plum,powderBlue,purple,rebeccaPurple,red,rosyBrown,royalBlue,saddleBrown,salmon,sandyBrown,seaGreen,seaShell,sienna,silver,skyBlue,slateBlue,slateGray,slateGrey,snow,springGreen,steelBlue,tan,teal,thistle,tomato,turquoise,violet,wheat,white,whiteSmoke,yellow,yellowGreen,NAME
0,0,0,0,0,38,0,2,19,17,0,12,1,1,2,0,0,0,0,6.85716,0,0.47146,0,0,0,0.01646,0.6791,0,0.56069,0,0,0.57625,0.72792,0,0,0.22312,0.74486,0,0.185,0.0241,0,0,0,0.02215,0.31125,0.31125,0,0.25257,0,0,0.01597,0,0.01069,0.98354,0,0,0,0,0,0,0.00153,0,0.31125,0.31125,0,0.33361,0.19146,0,0,0.31125,0,0.00208,0.09201,0.31125,0.31125,0,0,0,0.30014,0.97757,0,0.01,0.29174,0,0.27785,0,0.13604,0,0.98944,0,0.0341,0.31125,0.31125,0,0.81153,0.93993,0,0,0,0,0,0.02153,0,0,0.38965,0,0.01069,0,0,0.00014,0,0,0,0,0,0.00125,0,0,0.74917,0.63368,0.69097,0,0.26326,0.00021,0,0.0109,0.02236,0.00569,0.21063,0,0,0.60292,0.4634,0.78778,0.54896,0.74229,0.00465,0,0,0,0.01069,0.91667,0,0.20979,0.99049,0.72333,0,0.43028,0.6141,0.31125,0,0,0,0,0.37708,0,0,0.7091,0,0.00181,0.67243,0,0.00562,0.57604,0,0.31125,0.00021,0,bruegelTest2_original_bruegel2.jpg_e9de7c09-c2db-4c1f-917c-baeb0b206997.jpg
0,0,0,0,0,47,0,0,20,27,0,16,3,2,0,0,0,0,0,7.26068,0,0.5616,0,0,0,0.10132,0.79694,0,0.68569,0,0,0.55021,0.85757,0,0,0.33604,0.75069,0,0.28299,0.02674,0,0,0,0.04785,0.25764,0.25764,0,0.4359,0.00007,0,0.03597,0,0.02132,0.97861,0,0,0,0,0,0,0.0016,0,0.25764,0.25764,0,0.36271,0.2841,0,0.00007,0.25764,0.00007,0.00569,0.17514,0.25764,0.25764,0,0,0,0.15868,0.88611,0,0.08493,0.47674,0.00007,0.1541,0,0.24625,0,0.92472,0,0.13021,0.25764,0.25764,0,0.61535,0.96292,0,0,0,0,0,0.11042,0,0,0.45819,0.00007,0.02132,0,0,0.00049,0.00014,0,0,0,0,0.0016,0,0,0.66139,0.77701,0.82424,0,0.34486,0.0009,0,0.02444,0.04694,0.00542,0.33549,0,0,0.40111,0.57389,0.88125,0.62431,0.51597,0.00486,0,0.00007,0,0.02132,0.83479,0,0.32181,0.92993,0.82347,0,0.47799,0.65979,0.25764,0,0,0,0,0.31472,0,0,0.83833,0,0.00215,0.66924,0,0.00542,0.72875,0,0.25764,0.0009,0,bruegelTest2_original_bruegel2.jpg_fb19a54b-0cf9-4545-8c02-3ef690112284.jpg
0,0,0,0,0,49,0,0,32,17,0,13,1,2,1,0,0,0,0,7.5043,0.01257,0.52396,0.00194,0.00451,0.01139,0.12583,0.66076,0,0.60222,0.00069,0.00056,0.50681,0.77785,0.01292,0.00139,0.52826,0.77549,0.00618,0.38306,0.1784,0.00194,0.00069,0.00194,0.18076,0.13257,0.13257,0.00076,0.48736,0.00014,0.02021,0.19542,0.00042,0.21604,0.84882,0.0066,0.00236,0.01243,0.01243,0.00194,0,0.07604,0.00236,0.13257,0.13257,0.00347,0.4259,0.33257,0.00125,0.00014,0.13257,0.00604,0.05819,0.32646,0.13257,0.13257,0.00076,0.00451,0.00597,0.07687,0.75528,0.00007,0.10174,0.55215,0.00674,0.01007,0.00139,0.35424,0.0141,0.75604,0.0125,0.16833,0.13257,0.13257,0.00604,0.30271,0.86319,0.00319,0.01271,0.01444,0.01444,0.01417,0.13764,0.00076,0.00125,0.42785,0.00014,0.21604,0.00444,0.00069,0.00097,0.00236,0.00153,0.00236,0.00063,0.00479,0.04375,0.00208,0.00556,0.33187,0.69896,0.73382,0.00069,0.40458,0.01771,0.00799,0.14708,0.28104,0.00125,0.43819,0.00604,0.01319,0.13861,0.54889,0.71674,0.74562,0.21958,0.00208,0.0125,0.00014,0.00097,0.21604,0.45125,0.00424,0.51472,0.82965,0.84562,0.00153,0.39896,0.73854,0.13257,0.01326,0.00236,0.01444,0.01444,0.15153,0.00063,0.00639,0.74611,0.00194,0.00187,0.67604,0.0041,0.0016,0.67042,0,0.13257,0.01771,0.00764,rubensTest_original_rubens1.jpg_045f0435-b881-427a-9243-8907671a9c6f.jpg
0,0,0,0,0,60,0,1,34,25,0,15,0,1,0,0,0,0,0,7.59806,0.00569,0.55549,0.00965,0.01243,0.00444,0.07681,0.71632,0,0.64597,0.0016,0.00153,0.47875,0.84271,0.01465,0.00174,0.5225,0.80014,0.01597,0.40778,0.10194,0.00965,0.0016,0.00965,0.22062,0.15111,0.15111,0.00083,0.57965,0.00042,0.00701,0.20306,0.00139,0.15035,0.89299,0.00778,0.00667,0.01417,0.01417,0.00979,0.00035,0.04104,0.01049,0.15111,0.15111,0.01201,0.37549,0.35139,0.00243,0.00042,0.15111,0.00493,0.07389,0.39896,0.15111,0.15111,0.00083,0.00313,0.00549,0.03757,0.76951,0.00049,0.04951,0.64757,0.00597,0.00847,0.00167,0.36556,0.01042,0.80465,0.00632,0.13583,0.15111,0.15111,0.00722,0.31549,0.90382,0.01375,0.01764,0.00937,0.00937,0.00875,0.09299,0.00083,0.00243,0.44951,0.00042,0.15035,0.01222,0.0016,0.00319,0.00688,0.00667,0.00667,0.00264,0.01646,0.0241,0.00431,0.00542,0.36694,0.75813,0.7959,0.0016,0.4275,0.01868,0.00396,0.16389,0.23417,0.00375,0.49271,0.00722,0.01069,0.06236,0.58569,0.77361,0.7716,0.22583,0.00521,0.00903,0.00042,0.00257,0.15035,0.47799,0.01312,0.51021,0.88,0.8816,0.0066,0.41389,0.76062,0.15111,0.01806,0.00667,0.00937,0.00937,0.18021,0.00181,0.01715,0.80937,0.00965,0.00451,0.68674,0.01521,0.00417,0.72917,0,0.15111,0.01868,0.00396,rubensTest_original_rubens1.jpg_c356bc03-f098-4c45-9a87-07afa6f1ddcf.jpg
0,0,0,0,0,58,0,0,31,27,0,16,2,3,1,0,0,0,0,7.12201,0,0.53354,0,0,0,0.03438,0.78403,0,0.64354,0,0,0.61646,0.85924,0,0,0.32278,0.84056,0,0.21521,0.03535,0,0,0,0.04243,0.25333,0.25333,0,0.3416,0,0,0.03639,0,0.02632,0.98347,0,0,0,0,0,0,0.00278,0,0.25333,0.25333,0,0.38931,0.21597,0,0,0.25333,0,0.00694,0.15424,0.25333,0.25333,0,0,0,0.17451,0.95014,0,0.02479,0.38715,0,0.15361,0,0.17333,0,0.97014,0,0.05465,0.25333,0.25333,0,0.70278,0.97549,0,0,0,0,0,0.04118,0,0,0.42653,0,0.02632,0,0,0.00076,0.00014,0,0,0,0,0.00215,0,0,0.67854,0.74062,0.81139,0,0.29347,0.00104,0,0.02264,0.04965,0.00562,0.25993,0,0,0.47694,0.53479,0.87951,0.68806,0.61104,0.00486,0,0,0.00014,0.02632,0.85437,0,0.30868,0.97306,0.84882,0,0.46153,0.74771,0.25333,0,0,0,0,0.31542,0,0,0.8391,0,0.0025,0.77618,0,0.00556,0.69118,0,0.25333,0.00104,0,bruegelTest2_original_bruegel2.jpg_c0c12d90-a2c7-466b-91f4-c51231f71815.jpg
0,0,0,0,0,52,0,0,30,22,0,19,1,0,0,0,0,0,0,7.33581,0,0.45076,0,0,0,0.48014,0.62042,0,0.60507,0,0,0.12958,0.79556,0,0.00174,0.36188,0.47764,0,0.56625,0.02375,0,0,0,0.28563,0.00646,0.00646,0,0.85014,0,0.42139,0.18972,0,0.04701,0.55035,0.05514,0,0,0,0,0,0.0009,0,0.00646,0.00646,0,0.10611,0.31514,0,0,0.00646,0,0.16187,0.46104,0.00646,0.00646,0,0.04035,0.03569,0.00368,0.16562,0,0.39687,0.8491,0,0.00153,0.0016,0.67188,0,0.14861,0,0.58069,0.00646,0.00646,0.04146,0.02917,0.6066,0,0,0,0,0,0.51507,0,0,0.25243,0,0.04701,0,0,0,0,0,0,0,0,0.00028,0,0.00028,0.03854,0.76771,0.77722,0,0.38882,0.10451,0.14743,0.19514,0.12618,0.00007,0.77694,0.04167,0,0.01903,0.55104,0.62944,0.66674,0.02069,0,0,0,0,0.04701,0.05583,0,0.35326,0.29389,0.71861,0,0.15465,0.49667,0.00646,0,0,0,0,0.00861,0,0,0.77438,0,0,0.2925,0,0.00007,0.74646,0,0.00646,0.10451,0.1416,bruegelTest1_original_bruegel1.jpg_03895369-6bde-4ceb-8f2b-6c085660c178.jpg
0,0,0,0,0,42,0,2,19,21,0,31,1,0,0,0,0,0,0,6.96201,0.25708,0.4691,0.00458,0.23917,0.40951,0.48792,0.45799,0,0.47417,0.00007,0.00014,0.00299,0.42736,0.38694,0.00569,0.0084,0.0141,0.00618,0.49097,0.00125,0.00458,0.00007,0.00458,0.00826,0.10639,0.10639,0.0025,0.37167,0,0.02069,0.0059,0.00007,0.00181,0.17979,0.07861,0.00021,0.39236,0.39236,0.00458,0,0.00056,0.0041,0.10639,0.10639,0.00347,0.00264,0.47993,0.00535,0,0.10639,0.00104,0.00688,0.01222,0.10639,0.10639,0.0025,0.00958,0.08486,0.00056,0.00833,0,0.48118,0.41951,0.00111,0.00653,0.00562,0.50118,0.37368,0.02917,0.41174,0.49111,0.10639,0.10639,0.05007,0.02243,0.13208,0.00792,0.23132,0.2559,0.2559,0.20736,0.48938,0.0025,0.00535,0.44944,0,0.00181,0.23611,0.00007,0.00007,0.00028,0.01,0.00021,0.00417,0.0534,0,0.00014,0.29326,0.26111,0.47028,0.45875,0.00007,0.47889,0.00681,0.01292,0.00597,0.00354,0.00014,0.48896,0.05014,0.40604,0.00139,0.47986,0.43076,0.03424,0.02083,0.00028,0.39681,0,0.00014,0.00181,0.16965,0.00069,0.00826,0.03715,0.10694,0.00958,0.43958,0.01167,0.10639,0.3175,0.00021,0.2559,0.2559,0.12007,0.00472,0.01681,0.44708,0.00458,0.00049,0.00667,0.02306,0.00014,0.4775,0,0.10639,0.00681,0.01271,mondriaanTest_original_mondriaan1.jpg_4146baf6-140f-40d2-9311-97d10b64b4e2.jpg
0,0,0,0,0,37,0,3,15,19,0,39,0,0,0,0,0,0,0,6.88094,0.13181,0.61174,0.00285,0.13847,0.21597,0.65563,0.59771,0.00042,0.61938,0.00153,0.00139,0.00479,0.54285,0.20785,0.01417,0.01326,0.01701,0.02257,0.65111,0.00375,0.00285,0.00153,0.00285,0.01382,0.13257,0.13257,0.00937,0.50757,0.00125,0.02438,0.01139,0.00111,0.00424,0.18861,0.07556,0.00076,0.21035,0.21035,0.00271,0.0009,0.00319,0.00187,0.13257,0.13257,0.00208,0.00438,0.63299,0.00993,0.00125,0.13257,0.00493,0.01236,0.0184,0.13257,0.13257,0.00937,0.01493,0.08201,0.00083,0.0059,0.00125,0.64951,0.55819,0.00521,0.00681,0.01417,0.66382,0.20424,0.03132,0.22382,0.65875,0.13257,0.13257,0.05389,0.01972,0.14667,0.01104,0.13632,0.14736,0.14736,0.11764,0.65736,0.00937,0.00993,0.58778,0.00125,0.00424,0.13715,0.00153,0.00042,0.00056,0.00778,0.00076,0.00264,0.06299,0.00083,0.0016,0.1609,0.34674,0.60868,0.59799,0.00153,0.63111,0.01319,0.01993,0.01042,0.00667,0.00049,0.65542,0.05389,0.22049,0.0016,0.63069,0.54361,0.03896,0.01819,0.00076,0.21632,0.00125,0.00104,0.00424,0.19924,0.0016,0.01278,0.04271,0.12611,0.00743,0.55118,0.01667,0.13257,0.17806,0.00076,0.14736,0.14736,0.14688,0.00847,0.03757,0.56292,0.00285,0.00069,0.00951,0.03549,0.00049,0.62243,0,0.13257,0.01319,0.01972,mondriaanTest_original_mondriaan1.jpg_1d6a15b7-d730-41e4-ac9b-79ae27c46a2e.jpg
0,0,0,0,0,33,0,1,18,13,0,16,0,0,0,0,0,0,0,7.04498,0.32319,0.31972,0.00639,0.37014,0.55403,0.34056,0.31444,0,0.32472,0,0,0.00514,0.29139,0.53097,0.00271,0.01431,0.01958,0.01139,0.33965,0.00194,0.00639,0,0.00639,0.01417,0.08729,0.08729,0.00083,0.27049,0,0.01625,0.01188,0,0.00299,0.1141,0.08021,0,0.5409,0.5409,0.00639,0,0.00035,0.00396,0.08729,0.08729,0.00299,0.00438,0.32944,0.00278,0,0.08729,0.00049,0.01201,0.01722,0.08729,0.08729,0.00083,0.00611,0.08507,0.00063,0.00937,0,0.33674,0.29319,0.00049,0.00646,0.00271,0.34958,0.50271,0.02194,0.55833,0.34347,0.08729,0.08729,0.04944,0.01736,0.08833,0.01208,0.31486,0.33375,0.33375,0.26312,0.34229,0.00083,0.00278,0.30861,0,0.00299,0.36438,0,0,0,0.01757,0,0.00569,0.10833,0,0,0.41854,0.20528,0.32062,0.31757,0,0.32965,0.01035,0.00917,0.01146,0.00903,0,0.34201,0.04986,0.55521,0.00097,0.33063,0.29174,0.02979,0.01694,0,0.54444,0,0,0.00299,0.09472,0.00021,0.0141,0.02604,0.07292,0.01688,0.30486,0.01944,0.08729,0.42465,0,0.33375,0.33375,0.10243,0.00507,0.04639,0.30931,0.00639,0.00021,0.00993,0.04917,0,0.32736,0,0.08729,0.01035,0.00889,mondriaanTest_original_mondriaan1.jpg_1a411b5b-6599-45f0-9a20-6f8bfd9bbf75.jpg
0,0,0,0,0,49,0,0,25,24,0,16,1,1,0,0,0,0,0,7.33246,0.03333,0.45708,0.00375,0.08889,0.08465,0.22618,0.62056,0,0.55764,0,0.00035,0.40194,0.73806,0.10562,0,0.50097,0.61486,0.03694,0.35354,0.00625,0.00375,0,0.00375,0.24153,0.01285,0.01285,0,0.65375,0.00007,0.0166,0.1934,0.00035,0.05944,0.67812,0.06521,0.00139,0.10715,0.10715,0.00396,0.00007,0.00069,0.00514,0.01285,0.01285,0.01118,0.28597,0.27556,0.00014,0.00007,0.01285,0.00569,0.0975,0.43764,0.01285,0.01285,0,0.00063,0.06528,0.00083,0.54972,0.00007,0.20778,0.67146,0.00604,0.00451,0,0.37264,0.09653,0.53236,0.0991,0.24979,0.01285,0.01285,0.05021,0.02681,0.67715,0.03083,0.07687,0.0616,0.0616,0.04861,0.23264,0,0.00007,0.33285,0.00007,0.05944,0.08875,0,0.00049,0.00194,0.01417,0.00132,0.00014,0.06813,0.00028,0.00056,0.07229,0.12465,0.68354,0.71111,0,0.34097,0.03076,0.00146,0.1634,0.17813,0.00111,0.5191,0.05035,0.11007,0.00444,0.49576,0.66778,0.63813,0.01472,0.00215,0.10458,0.00007,0.00035,0.05944,0.20694,0.00986,0.48785,0.61313,0.68069,0.01312,0.28021,0.60674,0.01285,0.08903,0.00139,0.0616,0.0616,0.015,0.00007,0.0534,0.71701,0.00375,0.00236,0.57194,0.05694,0.00118,0.65611,0,0.01285,0.03076,0.00146,picassoTest_original_picasso1.jpg_de5c6f2c-9528-4c71-a80b-6bd944c512c5.jpg
0,0,0,0,0,51,0,2,24,25,0,11,0,1,0,0,0,0,0,7.61258,0.01118,0.60306,0.00063,0.00326,0.00757,0.12104,0.71028,0.00007,0.65972,0.00097,0.00181,0.43472,0.8025,0.00646,0.00236,0.40674,0.65653,0.00597,0.47271,0.14944,0.00063,0.00097,0.00063,0.145,0.30139,0.30139,0.0016,0.45951,0.00069,0.01014,0.15736,0.00174,0.17736,0.87528,0.00736,0.0059,0.00597,0.00597,0.00056,0.00063,0.06625,0.00111,0.30139,0.30139,0.00215,0.35681,0.46583,0.00236,0.00069,0.30139,0.0091,0.04535,0.23743,0.30139,0.30139,0.0016,0.00486,0.00674,0.06889,0.72875,0.00063,0.08806,0.56417,0.01007,0.01799,0.00236,0.40875,0.01083,0.80347,0.00785,0.16299,0.30139,0.30139,0.00632,0.47979,0.8825,0.0016,0.00917,0.01319,0.01319,0.01306,0.1366,0.0016,0.00236,0.54229,0.00069,0.17736,0.00326,0.00097,0.00306,0.00667,0.00167,0.0059,0.00063,0.00194,0.03646,0.00243,0.00583,0.5375,0.73576,0.76806,0.00097,0.51278,0.01382,0.00653,0.11688,0.23049,0.0034,0.48056,0.00632,0.00833,0.11597,0.61813,0.7584,0.60694,0.36757,0.005,0.00903,0.00069,0.00264,0.17736,0.62569,0.00479,0.39854,0.83257,0.81917,0.00167,0.53347,0.60201,0.30139,0.01,0.00583,0.01319,0.01319,0.33819,0.00069,0.00451,0.77951,0.00063,0.00472,0.55174,0.00146,0.00368,0.71361,0,0.30139,0.01382,0.00646,rubensTest_original_rubens1.jpg_6a318085-d23b-42eb-a7cf-18b2b0de9e65.jpg
0,0,0,0,0,58,0,1,32,25,0,18,1,1,1,0,0,0,0,7.48871,0.03188,0.44472,0.00278,0.11431,0.10604,0.20354,0.57,0,0.53056,0,0.00014,0.36236,0.66035,0.13229,0.00007,0.47208,0.5941,0.0466,0.32889,0.03542,0.00278,0,0.00278,0.23632,0.01806,0.01806,0,0.6291,0.00021,0.0275,0.20229,0.00021,0.08868,0.62778,0.08438,0.00104,0.13451,0.13451,0.00292,0.00007,0.00354,0.00639,0.01806,0.01806,0.01708,0.23632,0.25167,0.00021,0.00021,0.01806,0.00292,0.1284,0.41208,0.01806,0.01806,0,0.00194,0.08313,0.00542,0.48389,0.00007,0.18243,0.63438,0.00313,0.00653,0.00007,0.35063,0.12292,0.45826,0.12333,0.23542,0.01806,0.01806,0.06021,0.0409,0.6409,0.03861,0.0884,0.07437,0.07437,0.05215,0.21368,0,0.00021,0.30778,0.00021,0.08868,0.11389,0,0.00097,0.0016,0.00833,0.00104,0.00014,0.08208,0.00187,0.00014,0.10028,0.13194,0.62347,0.63799,0,0.31215,0.05132,0.00708,0.18972,0.17382,0.00187,0.50694,0.06021,0.13889,0.01375,0.48646,0.60486,0.62319,0.02507,0.00215,0.13167,0.00021,0.00042,0.08868,0.21285,0.01708,0.46049,0.56208,0.66181,0.00757,0.26299,0.58757,0.01806,0.10757,0.00104,0.07437,0.07437,0.02187,0.00007,0.06181,0.64243,0.00278,0.00222,0.54035,0.06799,0.00201,0.60896,0,0.01806,0.05132,0.0066,picassoTest_original_picasso1.jpg_962f97bf-58af-4551-8577-ec77162f3c65.jpg
0,0,0,0,0,33,0,0,18,15,0,16,3,1,0,0,0,0,0,7.35518,0.00403,0.44146,0,0.01153,0.02229,0.1625,0.58306,0,0.53715,0,0,0.52826,0.70153,0.01396,0.00007,0.65681,0.79764,0,0.31243,0.06167,0,0,0,0.38104,0.00931,0.00931,0,0.57951,0,0.01264,0.34375,0,0.26563,0.70243,0.04514,0,0.01493,0.01493,0,0,0.00132,0,0.00931,0.00931,0,0.44465,0.23243,0,0,0.00931,0,0.24181,0.56951,0.00931,0.00931,0,0.00021,0.04583,0.00118,0.58194,0,0.14382,0.59764,0,0.00139,0.00007,0.32806,0.01104,0.55174,0.02347,0.19222,0.00931,0.00931,0.03222,0.04569,0.73764,0,0.00125,0.00299,0.00299,0.00194,0.17174,0,0,0.30729,0,0.26563,0.01132,0,0,0,0.00063,0,0,0.00049,0.00007,0,0.04083,0.12799,0.62201,0.64556,0,0.30292,0.1434,0.00215,0.32424,0.33806,0,0.47563,0.03236,0.01924,0.00354,0.48014,0.61757,0.8191,0.01285,0.00007,0.01688,0,0,0.26563,0.25521,0,0.64424,0.66396,0.84278,0.00042,0.25674,0.78979,0.00931,0.00465,0,0.00299,0.00299,0.01118,0,0,0.65604,0,0.00007,0.74319,0.00007,0,0.60431,0,0.00931,0.1434,0.00201,picassoTest_original_picasso1.jpg_de1d7f89-3175-41de-ae5f-5f3adba04a60.jpg
0,0,0,0,0,56,0,2,22,32,0,32,5,1,0,0,0,0,0,7.16638,0,0.51757,0,0,0,0.03097,0.77431,0,0.63549,0,0,0.64687,0.87056,0,0,0.32597,0.83826,0,0.18181,0.04514,0,0,0,0.04382,0.26861,0.26861,0,0.26632,0.00007,0,0.04083,0.00007,0.03576,0.97903,0,0,0,0,0,0,0.00181,0,0.26861,0.26861,0,0.42806,0.19701,0,0.00007,0.26861,0,0.0059,0.14438,0.26861,0.26861,0,0,0,0.16799,0.94396,0,0.02208,0.3159,0,0.14,0,0.13424,0,0.97118,0,0.04306,0.26861,0.26861,0,0.75542,0.97236,0,0,0,0,0,0.03562,0,0,0.4175,0.00007,0.03576,0,0,0.00153,0,0,0,0,0,0.00125,0,0,0.68979,0.73556,0.80965,0,0.27306,0.00097,0,0.02701,0.0616,0.00903,0.20521,0,0,0.50639,0.51903,0.88493,0.67937,0.66271,0.00785,0,0.00007,0,0.03576,0.86562,0,0.31188,0.9666,0.85785,0,0.45542,0.75069,0.26861,0,0,0,0,0.32806,0,0,0.83826,0,0.00486,0.78264,0,0.00896,0.68437,0,0.26861,0.00097,0,bruegelTest2_original_bruegel2.jpg_0c5efcf0-afb5-4e44-b6fe-69482486a283.jpg
0,0,0,0,0,49,0,2,21,26,0,23,0,0,0,0,0,0,0,7.24717,0.14875,0.55215,0.01257,0.2066,0.26479,0.49889,0.54486,0.00042,0.55896,0.00271,0.00167,0.02896,0.5216,0.24181,0.01181,0.04007,0.04625,0.03868,0.56201,0.0191,0.01257,0.00271,0.01257,0.02646,0.32611,0.32611,0.00993,0.2784,0.00056,0.01528,0.03375,0.00069,0.02479,0.26278,0.09583,0.00132,0.24618,0.24618,0.0125,0.00056,0.01292,0.01069,0.32611,0.32611,0.00903,0.02875,0.5609,0.01299,0.00056,0.32611,0.00264,0.02146,0.03083,0.32611,0.32611,0.00993,0.00924,0.09868,0.00347,0.01937,0.00139,0.49451,0.36535,0.00271,0.02458,0.01167,0.55854,0.23062,0.04361,0.26917,0.50424,0.32611,0.32611,0.06222,0.09319,0.11076,0.02167,0.17222,0.17535,0.17535,0.15889,0.50111,0.00993,0.01299,0.53535,0.00056,0.02479,0.20535,0.00271,0.00028,0.00104,0.01507,0.00132,0.01097,0.12417,0.00132,0.00278,0.1559,0.43479,0.55049,0.54549,0.00271,0.5616,0.01826,0.01215,0.02361,0.03208,0.00069,0.52319,0.06236,0.26382,0.00764,0.56194,0.52729,0.04,0.09111,0.00104,0.24806,0.00056,0.00083,0.02479,0.3325,0.00431,0.03972,0.03097,0.04833,0.015,0.52833,0.04681,0.32611,0.19208,0.00132,0.17535,0.17535,0.35083,0.01493,0.0966,0.53563,0.01257,0.00118,0.0384,0.07007,0.00063,0.56132,0,0.32611,0.01826,0.01215,mondriaanTest_original_mondriaan1.jpg_20ea466f-08aa-494b-aad5-3a0499867c0e.jpg
0,0,0,0,0,34,0,1,18,15,0,24,2,2,1,0,0,0,0,7.45048,0,0.35187,0,0.00007,0,0.68396,0.41,0,0.44208,0,0,0.0409,0.46778,0,0.00049,0.13382,0.18653,0,0.56812,0.00868,0,0,0,0.11042,0.00069,0.00069,0,0.71556,0,0.54979,0.07111,0,0.01715,0.24465,0.28764,0,0,0,0,0,0.00007,0,0.00069,0.00069,0,0.03431,0.31986,0,0,0.00069,0,0.06292,0.18875,0.00069,0.00069,0,0.01694,0.22826,0.00174,0.05132,0,0.63167,0.70306,0,0.00056,0.00049,0.72458,0,0.04236,0,0.74382,0.00069,0.00069,0.21708,0.00382,0.26306,0,0,0,0,0,0.7059,0,0,0.20472,0,0.01715,0.00007,0,0,0,0,0,0,0,0,0,0.02493,0.00653,0.5291,0.49722,0,0.36139,0.03847,0.07076,0.07396,0.04688,0,0.75514,0.2184,0,0.00313,0.43236,0.38583,0.28076,0.00306,0,0,0,0,0.01715,0.00951,0,0.13028,0.10639,0.33799,0,0.12479,0.19556,0.00069,0,0,0,0,0.00083,0,0,0.47597,0,0,0.10063,0,0,0.535,0,0.00069,0.03847,0.06771,bruegelTest1_original_bruegel1.jpg_1069b3b6-f1f5-4b5a-89d1-60c14df332dd.jpg
0,0,0,0,0,39,0,1,21,17,0,12,3,0,0,0,0,0,0,7.44789,0,0.33111,0,0,0,0.6159,0.45889,0,0.46757,0,0,0.05174,0.58174,0,0.00118,0.22778,0.3059,0,0.55868,0.00431,0,0,0,0.18264,0.00299,0.00299,0,0.81736,0,0.61215,0.10333,0,0.0134,0.34597,0.18917,0,0,0,0,0,0.00014,0,0.00299,0.00299,0,0.03944,0.24931,0,0,0.00299,0,0.1009,0.31479,0.00299,0.00299,0,0.03972,0.12778,0.00146,0.07938,0,0.55264,0.80521,0,0.00132,0.00118,0.74833,0,0.07806,0,0.7075,0.00299,0.00299,0.1325,0.0109,0.37965,0,0,0,0,0,0.64444,0,0,0.16743,0,0.0134,0,0,0,0,0,0,0,0,0,0,0.00111,0.01951,0.61951,0.59722,0,0.30694,0.06979,0.13562,0.11319,0.0541,0.00007,0.82257,0.13299,0,0.00708,0.43035,0.44653,0.42688,0.00861,0.00007,0,0,0,0.0134,0.02806,0,0.22042,0.16618,0.46389,0,0.09597,0.32167,0.00299,0,0,0,0,0.0034,0,0,0.58229,0,0,0.16958,0,0.00007,0.61486,0,0.00299,0.06979,0.13146,bruegelTest1_original_bruegel1.jpg_34bb913b-f1bf-4d6b-8985-d1fb4a44a7a9.jpg
